0.000000000000000000e+00,2.601399999999999824e-01,4.344000000000000083e-01,5.769800000000000484e-01,6.998600000000000376e-01
0.000000000000000000e+00,2.593599999999999794e-01,4.335999999999999854e-01,5.761600000000000055e-01,6.988799999999999457e-01
0.000000000000000000e+00,2.607200000000000073e-01,4.356599999999999917e-01,5.790800000000000392e-01,7.020600000000000174e-01
0.000000000000000000e+00,2.595799999999999774e-01,4.339199999999999724e-01,5.768400000000000194e-01,6.997200000000000086e-01
0.000000000000000000e+00,2.593799999999999994e-01,4.336599999999999899e-01,5.764599999999999724e-01,6.993000000000000327e-01
0.000000000000000000e+00,2.596600000000000019e-01,4.340399999999999814e-01,5.767400000000000304e-01,6.995000000000000107e-01
0.000000000000000000e+00,2.598400000000000154e-01,4.341400000000000259e-01,5.770999999999999464e-01,7.000600000000000156e-01
0.000000000000000000e+00,2.604199999999999848e-01,4.349799999999999778e-01,5.778400000000000203e-01,7.009199999999999875e-01
0.000000000000000000e+00,2.616399999999999837e-01,4.369199999999999751e-01,5.802599999999999980e-01,7.034000000000000252e-01
0.000000000000000000e+00,2.590999999999999970e-01,4.332799999999999985e-01,5.759800000000000475e-01,6.987200000000000077e-01
0.000000000000000000e+00,2.593400000000000150e-01,4.333799999999999875e-01,5.761600000000000055e-01,6.990600000000000147e-01
0.000000000000000000e+00,2.595799999999999774e-01,4.340800000000000214e-01,5.768799999999999484e-01,6.997200000000000086e-01
0.000000000000000000e+00,2.595000000000000084e-01,4.337199999999999944e-01,5.765000000000000124e-01,6.993800000000000017e-01
0.000000000000000000e+00,2.595799999999999774e-01,4.337400000000000144e-01,5.766999999999999904e-01,6.995400000000000507e-01
0.000000000000000000e+00,2.600799999999999779e-01,4.345800000000000218e-01,5.776999999999999913e-01,7.004000000000000226e-01
0.000000000000000000e+00,2.598199999999999954e-01,4.340999999999999859e-01,5.768999999999999684e-01,6.995799999999999796e-01
0.000000000000000000e+00,2.603400000000000158e-01,4.345399999999999818e-01,5.782199999999999562e-01,7.015799999999999814e-01
0.000000000000000000e+00,2.595199999999999729e-01,4.338799999999999879e-01,5.768999999999999684e-01,6.996799999999999686e-01
0.000000000000000000e+00,2.611200000000000188e-01,4.359000000000000097e-01,5.791800000000000281e-01,7.020999999999999464e-01
0.000000000000000000e+00,2.610999999999999988e-01,4.355999999999999872e-01,5.786200000000000232e-01,7.016999999999999904e-01
0.000000000000000000e+00,2.600799999999999779e-01,4.343199999999999839e-01,5.772800000000000153e-01,6.999999999999999556e-01
0.000000000000000000e+00,2.591600000000000015e-01,4.332599999999999785e-01,5.759199999999999875e-01,6.987600000000000477e-01
0.000000000000000000e+00,2.592400000000000260e-01,4.336999999999999744e-01,5.766999999999999904e-01,6.993399999999999617e-01
0.000000000000000000e+00,2.589600000000000235e-01,4.329000000000000070e-01,5.755200000000000315e-01,6.983200000000000518e-01
0.000000000000000000e+00,2.597200000000000064e-01,4.339799999999999769e-01,5.765599999999999614e-01,6.994799999999999907e-01
0.000000000000000000e+00,2.615399999999999947e-01,4.363600000000000256e-01,5.795200000000000351e-01,7.025599999999999623e-01
0.000000000000000000e+00,2.594000000000000195e-01,4.338000000000000189e-01,5.766000000000000014e-01,6.994200000000000417e-01
0.000000000000000000e+00,2.606999999999999873e-01,4.353000000000000203e-01,5.784000000000000252e-01,7.012800000000000145e-01
0.000000000000000000e+00,2.587999999999999745e-01,4.325200000000000156e-01,5.750399999999999956e-01,6.975799999999999779e-01
