4.292000000000000000e+04,5.592700000000000000e+04,6.464000000000000000e+04,7.176900000000000000e+04,7.791300000000000000e+04
2.759700000000000000e+04,4.056500000000000000e+04,4.927700000000000000e+04,5.640500000000000000e+04,6.254100000000000000e+04
2.922400000000000000e+04,4.226000000000000000e+04,5.100700000000000000e+04,5.817800000000000000e+04,6.432700000000000000e+04
3.013600000000000000e+04,4.311500000000000000e+04,5.183200000000000000e+04,5.897800000000000000e+04,6.512200000000000000e+04
3.681600000000000000e+04,4.978500000000000000e+04,5.849900000000000000e+04,6.563900000000000000e+04,7.178100000000000000e+04
1.977000000000000000e+03,1.496000000000000000e+04,2.367900000000000000e+04,3.081400000000000000e+04,3.695200000000000000e+04
2.937000000000000000e+04,4.236200000000000000e+04,5.107700000000000000e+04,5.822500000000000000e+04,6.437300000000000000e+04
3.900100000000000000e+04,5.202200000000000000e+04,6.075000000000000000e+04,6.789300000000000000e+04,7.404700000000000000e+04
5.341100000000000000e+04,6.649300000000000000e+04,7.525700000000000000e+04,8.242400000000000000e+04,8.858100000000000000e+04
2.437000000000000000e+04,3.732500000000000000e+04,4.603400000000000000e+04,5.316900000000000000e+04,5.930600000000000000e+04
2.317000000000000000e+04,3.613700000000000000e+04,4.483900000000000000e+04,5.197800000000000000e+04,5.812300000000000000e+04
2.705300000000000000e+04,4.003200000000000000e+04,4.875700000000000000e+04,5.589700000000000000e+04,6.203900000000000000e+04
2.490200000000000000e+04,3.787700000000000000e+04,4.658800000000000000e+04,5.372700000000000000e+04,5.987100000000000000e+04
8.256400000000000000e+04,9.554300000000000000e+04,1.042510000000000000e+05,1.113990000000000000e+05,1.175410000000000000e+05
3.009100000000000000e+04,4.309500000000000000e+04,5.182000000000000000e+04,5.897600000000000000e+04,6.511100000000000000e+04
2.418500000000000000e+04,3.717600000000000000e+04,4.589000000000000000e+04,5.303000000000000000e+04,5.916400000000000000e+04
2.836100000000000000e+04,4.137800000000000000e+04,5.008800000000000000e+04,5.727200000000000000e+04,6.344000000000000000e+04
3.540600000000000000e+04,4.838200000000000000e+04,5.710000000000000000e+04,6.425100000000000000e+04,7.039000000000000000e+04
3.009200000000000000e+04,4.314800000000000000e+04,5.188700000000000000e+04,5.905100000000000000e+04,6.519700000000000000e+04
3.958100000000000000e+04,5.263600000000000000e+04,6.136100000000000000e+04,6.851200000000000000e+04,7.466600000000000000e+04
3.537900000000000000e+04,4.838300000000000000e+04,5.709500000000000000e+04,6.424300000000000000e+04,7.037900000000000000e+04
1.192580000000000000e+05,1.322160000000000000e+05,1.409210000000000000e+05,1.480540000000000000e+05,1.541960000000000000e+05
4.853700000000000000e+04,6.149900000000000000e+04,7.022200000000000000e+04,7.737200000000000000e+04,8.350400000000000000e+04
6.020100000000000000e+04,7.314900000000000000e+04,8.184600000000000000e+04,8.897700000000000000e+04,9.511700000000000000e+04
3.701600000000000000e+04,5.000200000000000000e+04,5.871500000000000000e+04,6.584400000000000000e+04,7.199000000000000000e+04
4.487600000000000000e+04,5.795300000000000000e+04,6.669400000000000000e+04,7.385200000000000000e+04,8.000400000000000000e+04
2.998800000000000000e+04,4.295800000000000000e+04,5.167800000000000000e+04,5.881800000000000000e+04,6.495900000000000000e+04
2.944100000000000000e+04,4.247600000000000000e+04,5.120600000000000000e+04,5.836100000000000000e+04,6.450500000000000000e+04
4.095100000000000000e+04,5.389100000000000000e+04,6.257700000000000000e+04,6.970300000000000000e+04,7.583000000000000000e+04
