1,51.2224
2,54.4921
3,57.8121
4,61.1747
5,64.4243
6,67.7183
7,71.0052
8,74.3522
9,77.6731
10,81.0349
11,84.2433
12,87.5565
13,90.8850
14,94.2354
15,97.5003
16,100.8496
17,104.1304
18,107.4811
19,110.7312
20,114.0766
21,117.3501
22,120.7094
23,123.9923
24,127.3360
25,130.6307
26,133.9264
27,137.2522
28,140.5989
29,143.8672
30,147.1642
31,150.4490
32,153.7547
33,157.1005
