1,4.6504 
2,7.9221 
3,11.2349 
4,14.5874 
5,17.8067 
6,21.1575 
7,24.4086 
8,27.7761 
9,31.0513 
10,34.3700 
11,37.6710 
12,40.9920 
13,44.2651 
14,47.5844 
15,50.9022 
16,54.1968 
17,57.5627 
18,60.8214 
19,64.1219 
20,67.4221 
21,70.7639 
22,74.0450 
23,77.3695 
24,80.6905 
25,83.9510 
26,87.3094 
27,90.6427 
28,93.9567 
29,97.2732 
30,100.5674 
31,103.8138 
