#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D7A
#Date Time: 2018-11-30 11:20:55.224
#Sample rate: 50000Hz
#Samples: 47641
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 3.65 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -4 V

Time (s),Channel 1 (V)
-0.5,2.5792476758648015
-0.49997999999999987,2.0552198548713747
-0.49996000000000018,2.0555502633335343
-0.49994000000000005,2.0555502633335392
-0.49991999999999992,2.0552198548713747
-0.49989999999999979,2.0555502633335441
-0.4998800000000001,2.0558806717957046
-0.49985999999999997,2.0555502633335392
-0.49983999999999984,2.0555502633335441
-0.49982000000000015,2.0558806717956997
-0.49980000000000002,2.0558806717957046
-0.49977999999999989,2.0555502633335392
-0.4997600000000002,2.0552198548713796
-0.49974000000000007,2.0555502633335392
-0.49971999999999994,2.0555502633335392
-0.49969999999999981,2.0552198548713747
-0.49968000000000012,2.0552198548713747
-0.49965999999999999,2.0552198548713747
-0.49963999999999986,2.0552198548713747
-0.49962000000000018,2.0548894464092147
-0.49960000000000004,2.0545590379470449
-0.49957999999999991,2.0548894464092098
-0.49955999999999978,2.0552198548713698
-0.4995400000000001,2.0548894464092098
-0.49951999999999996,2.0552198548713747
-0.49949999999999983,2.0552198548713747
-0.49948000000000015,2.0552198548713747
-0.49946000000000002,2.0548894464092098
-0.49943999999999988,2.0548894464092098
-0.4994200000000002,2.0555502633335294
-0.49940000000000007,2.0555502633335392
-0.49937999999999994,2.0548894464092098
-0.4993599999999998,2.0552198548713796
-0.49934000000000012,2.0555502633335392
-0.49931999999999999,2.0555502633335392
-0.49929999999999986,2.0548894464092098
-0.49928000000000017,2.0552198548713698
-0.49926000000000004,2.0555502633335392
-0.49923999999999991,2.0552198548713747
-0.49922000000000022,2.0552198548713747
-0.49920000000000009,2.0552198548713747
-0.49917999999999996,2.0552198548713747
-0.49915999999999983,2.0552198548713747
-0.49914000000000014,2.0552198548713747
-0.49912000000000001,2.0552198548713747
-0.49909999999999988,2.0555502633335392
-0.49908000000000019,2.0552198548713796
-0.49906000000000006,2.0548894464092098
-0.49903999999999993,2.0552198548713747
-0.4990199999999998,2.0552198548713698
-0.49900000000000011,2.0548894464092098
-0.49897999999999998,2.0548894464092098
-0.49895999999999985,2.0552198548713747
-0.49894000000000016,2.0552198548713747
-0.49892000000000003,2.0548894464092098
-0.4988999999999999,2.0555502633335392
-0.49888000000000021,2.0555502633335392
-0.49886000000000008,2.0555502633335392
-0.49883999999999995,2.0552198548713747
-0.49881999999999982,2.0555502633335392
-0.49880000000000013,2.0555502633335392
-0.49878,2.0552198548713747
-0.49875999999999987,2.0555502633335392
-0.49874000000000018,2.0552198548713796
-0.49872000000000005,2.0555502633335392
-0.49869999999999992,2.0555502633335392
-0.49867999999999979,2.0552198548713845
-0.4986600000000001,2.0558806717957046
-0.49863999999999997,2.0555502633335392
-0.49861999999999984,2.0555502633335343
-0.49860000000000015,2.0552198548713796
-0.49858000000000002,2.0555502633335392
-0.49855999999999989,2.0555502633335392
-0.49854000000000021,2.0552198548713796
-0.49852000000000007,2.0552198548713747
-0.49849999999999994,2.0555502633335392
-0.49847999999999981,2.0555502633335343
-0.49846000000000013,2.0552198548713747
-0.49843999999999999,2.0552198548713747
-0.49841999999999986,2.0555502633335392
-0.49840000000000018,2.0555502633335392
-0.49838000000000005,2.0552198548713747
-0.49835999999999991,2.0555502633335392
-0.49833999999999978,2.0558806717957046
-0.4983200000000001,2.0558806717957046
-0.49829999999999997,2.0555502633335392
-0.49827999999999983,2.0555502633335343
-0.49826000000000015,2.0552198548713796
-0.49824000000000002,2.0548894464092098
-0.49821999999999989,2.0548894464092098
-0.4982000000000002,2.0548894464092098
-0.49818000000000007,2.0548894464092098
-0.49815999999999994,2.0542286294848804
-0.49813999999999981,2.0542286294848902
-0.49812000000000012,2.0548894464092098
-0.49809999999999999,2.0552198548713747
-0.49807999999999986,2.0542286294848804
-0.49806000000000017,2.05455903794704
-0.49804000000000004,2.0555502633335392
-0.49801999999999991,2.0558806717957046
-0.49800000000000022,2.0555502633335441
-0.49798000000000009,2.0552198548713747
-0.49795999999999996,2.0555502633335392
-0.49793999999999983,2.0558806717956997
-0.49792000000000014,2.0555502633335392
-0.49790000000000001,2.0555502633335392
-0.49787999999999988,2.0558806717957046
-0.49786000000000019,2.0558806717957046
-0.49784000000000006,2.0558806717957046
-0.49781999999999993,2.056211080257869
-0.4977999999999998,2.0558806717957046
-0.49778000000000011,2.0558806717957046
-0.49775999999999998,2.0552198548713747
-0.49773999999999985,2.0555502633335441
-0.49772000000000016,2.0558806717956997
-0.49770000000000003,2.0565414887200339
-0.4976799999999999,2.0578631225686932
-0.49766000000000021,2.056211080257893
-0.49764000000000008,2.0558806717957046
-0.49761999999999995,2.0555502633335392
-0.49759999999999982,2.0548894464092147
-0.49758000000000013,2.0552198548713747
-0.49756,2.0558806717957046
-0.49753999999999987,2.0558806717957046
-0.49752000000000018,2.0555502633335441
-0.49750000000000005,2.0555502633335392
-0.49747999999999992,2.0558806717957046
-0.49745999999999979,2.0555502633335392
-0.4974400000000001,2.0555502633335392
-0.49741999999999997,2.0555502633335392
-0.49739999999999984,2.0558806717956997
-0.49738000000000016,2.0555502633335441
-0.49736000000000002,2.0552198548713747
-0.49733999999999989,2.0555502633335392
-0.49732000000000021,2.0555502633335392
-0.49730000000000008,2.0552198548713747
-0.49727999999999994,2.0548894464092098
-0.49725999999999981,2.0552198548713747
-0.49724000000000013,2.0552198548713747
-0.49722,2.0545590379470449
-0.49719999999999986,2.0545590379470449
-0.49718000000000018,2.0548894464092049
-0.49716000000000005,2.0548894464092098
-0.49713999999999992,2.0545590379470449
-0.49711999999999978,2.0545590379470546
-0.4971000000000001,2.0552198548713747
-0.49707999999999997,2.0548894464092098
-0.49705999999999984,2.0545590379470546
-0.49704000000000015,2.0552198548713649
-0.49702000000000002,2.0555502633335392
-0.49699999999999989,2.0555502633335392
-0.4969800000000002,2.0555502633335392
-0.49696000000000007,2.0558806717957046
-0.49693999999999994,2.0558806717957046
-0.49691999999999981,2.0555502633335343
-0.49690000000000012,2.0552198548713747
-0.49687999999999999,2.0555502633335392
-0.49685999999999986,2.056211080257869
-0.49684000000000017,2.0558806717957094
-0.49682000000000004,2.0555502633335392
-0.49679999999999991,2.0558806717957046
-0.49678000000000022,2.0558806717957046
-0.49676000000000009,2.0558806717957046
-0.49673999999999996,2.0558806717957046
-0.49671999999999983,2.0558806717957094
-0.49670000000000014,2.056211080257869
-0.49668000000000001,2.0555502633335392
-0.49665999999999988,2.0558806717957046
-0.49664000000000019,2.0565414887200242
-0.49662000000000006,2.056211080257869
-0.49659999999999993,2.0555502633335392
-0.4965799999999998,2.055550263333549
-0.49656000000000011,2.056211080257869
-0.49653999999999998,2.0558806717957046
-0.49651999999999985,2.0555502633335343
-0.49650000000000016,2.0552198548713796
-0.49648000000000003,2.0558806717957046
-0.4964599999999999,2.0558806717957046
-0.49644000000000021,2.0552198548713845
-0.49642000000000008,2.0555502633335392
-0.49639999999999995,2.056211080257869
-0.49637999999999982,2.0555502633335343
-0.49636000000000013,2.0552198548713747
-0.49634,2.0558806717957046
-0.49631999999999987,2.0555502633335392
-0.49630000000000019,2.0552198548713796
-0.49628000000000005,2.0548894464092098
-0.49625999999999992,2.0552198548713747
-0.49623999999999979,2.0552198548713698
-0.49622000000000011,2.0548894464092098
-0.49619999999999997,2.0548894464092098
-0.49617999999999984,2.0552198548713698
-0.49616000000000016,2.0548894464092147
-0.49614000000000003,2.0545590379470449
-0.49611999999999989,2.0548894464092098
-0.49610000000000021,2.0552198548713698
-0.49608000000000008,2.0548894464092098
-0.49605999999999995,2.0545590379470449
-0.49603999999999981,2.0552198548713796
-0.49602000000000013,2.0555502633335392
-0.496,2.0555502633335392
-0.49597999999999987,2.0552198548713747
-0.49596000000000018,2.0558806717956948
-0.49594000000000005,2.0558806717957046
-0.49591999999999992,2.0555502633335392
-0.49589999999999979,2.0558806717957094
-0.4958800000000001,2.056211080257869
-0.49585999999999997,2.056211080257869
-0.49583999999999984,2.0558806717956948
-0.49582000000000015,2.0552198548713845
-0.49580000000000002,2.0555502633335392
-0.49577999999999989,2.0558806717957046
-0.4957600000000002,2.0552198548713845
-0.49574000000000007,2.0552198548713747
-0.49571999999999994,2.0558806717957046
-0.49569999999999981,2.0555502633335343
-0.49568000000000012,2.0552198548713747
-0.49565999999999999,2.0555502633335392
-0.49563999999999986,2.0558806717957046
-0.49562000000000017,2.0555502633335441
-0.49560000000000004,2.0552198548713747
-0.49557999999999991,2.0555502633335392
-0.49555999999999978,2.0558806717957046
-0.49554000000000009,2.0558806717957046
-0.49551999999999996,2.0558806717957046
-0.49549999999999983,2.0562110802578739
-0.49548000000000014,2.0565414887200339
-0.49546000000000001,2.0558806717957046
-0.49543999999999988,2.0555502633335392
-0.49542000000000019,2.0558806717956997
-0.49540000000000006,2.0552198548713747
-0.49537999999999993,2.0552198548713747
-0.4953599999999998,2.0552198548713796
-0.49534000000000011,2.0555502633335392
-0.49531999999999998,2.0555502633335392
-0.49529999999999985,2.0552198548713698
-0.49528000000000016,2.0548894464092147
-0.49526000000000003,2.0552198548713747
-0.4952399999999999,2.0552198548713747
-0.49522000000000022,2.0548894464092147
-0.49520000000000008,2.0545590379470449
-0.49517999999999995,2.0548894464092098
-0.49515999999999982,2.0548894464092049
-0.49514000000000014,2.0545590379470449
-0.49512,2.0552198548713747
-0.49509999999999987,2.0552198548713747
-0.49508000000000019,2.0548894464092147
-0.49506000000000006,2.0548894464092098
-0.49503999999999992,2.0552198548713747
-0.49501999999999979,2.0555502633335294
-0.49500000000000011,2.0548894464092098
-0.49497999999999998,2.0548894464092098
-0.49495999999999984,2.0555502633335392
-0.49494000000000016,2.0555502633335392
-0.49492000000000003,2.0552198548713747
-0.4948999999999999,2.0548894464092098
-0.49488000000000021,2.0552198548713698
-0.49486000000000008,2.0552198548713747
-0.49483999999999995,2.0552198548713747
-0.49481999999999982,2.0548894464092196
-0.49480000000000013,2.0555502633335392
-0.49478,2.0552198548713747
-0.49475999999999987,2.0548894464092098
-0.49474000000000018,2.0548894464092098
-0.49472000000000005,2.0555502633335392
-0.49469999999999992,2.0552198548713747
-0.49467999999999979,2.0545590379470546
-0.4946600000000001,2.0552198548713747
-0.49463999999999997,2.0555502633335392
-0.49461999999999984,2.0555502633335343
-0.49460000000000015,2.0552198548713796
-0.49458000000000002,2.0555502633335392
-0.49455999999999989,2.0555502633335392
-0.4945400000000002,2.0552198548713796
-0.49452000000000007,2.0552198548713747
-0.49449999999999994,2.0555502633335392
-0.49447999999999981,2.0558806717956997
-0.49446000000000012,2.0555502633335392
-0.49443999999999999,2.0555502633335392
-0.49441999999999986,2.056211080257869
-0.49440000000000017,2.056211080257869
-0.49438000000000004,2.0555502633335392
-0.49435999999999991,2.0555502633335392
-0.49433999999999978,2.0562110802578641
-0.49432000000000009,2.0558806717957046
-0.49429999999999996,2.0555502633335392
-0.49427999999999983,2.0555502633335441
-0.49426000000000014,2.0558806717957046
-0.49424000000000001,2.0555502633335392
-0.49421999999999988,2.0555502633335392
-0.49420000000000019,2.0552198548713796
-0.49418000000000006,2.0555502633335392
-0.49415999999999993,2.0555502633335392
-0.4941399999999998,2.0548894464092147
-0.49412000000000011,2.0552198548713747
-0.49409999999999998,2.0558806717957046
-0.49407999999999985,2.0552198548713796
-0.49406000000000017,2.0555502633335343
-0.49404000000000003,2.0555502633335392
-0.4940199999999999,2.0558806717957046
-0.49400000000000022,2.0555502633335441
-0.49398000000000009,2.0555502633335392
-0.49395999999999995,2.0555502633335392
-0.49393999999999982,2.0555502633335294
-0.49392000000000014,2.0548894464092098
-0.49390000000000001,2.0552198548713747
-0.49387999999999987,2.0555502633335392
-0.49386000000000019,2.0555502633335392
-0.49384000000000006,2.0552198548713747
-0.49381999999999993,2.0552198548713747
-0.49379999999999979,2.0555502633335343
-0.49378000000000011,2.0552198548713747
-0.49375999999999998,2.0552198548713747
-0.49373999999999985,2.0552198548713796
-0.49372000000000016,2.0555502633335343
-0.49370000000000003,2.0552198548713747
-0.4936799999999999,2.0548894464092098
-0.49366000000000021,2.0552198548713698
-0.49364000000000008,2.0555502633335392
-0.49361999999999995,2.0552198548713747
-0.49359999999999982,2.0552198548713845
-0.49358000000000013,2.0558806717957046
-0.49356,2.0558806717957046
-0.49353999999999987,2.0555502633335392
-0.49352000000000018,2.0555502633335392
-0.49350000000000005,2.056211080257869
-0.49347999999999992,2.0558806717957046
-0.49345999999999979,2.0555502633335441
-0.4934400000000001,2.0558806717957046
-0.49341999999999997,2.0558806717957046
-0.49339999999999984,2.0558806717956997
-0.49338000000000015,2.0555502633335441
-0.49336000000000002,2.0558806717957046
-0.49333999999999989,2.0558806717957046
-0.4933200000000002,2.0555502633335441
-0.49330000000000007,2.0555502633335392
-0.49327999999999994,2.056211080257869
-0.49325999999999981,2.0555502633335343
-0.49324000000000012,2.0552198548713747
-0.49321999999999999,2.0555502633335392
-0.49319999999999986,2.0555502633335392
-0.49318000000000017,2.0558806717956997
-0.49316000000000004,2.0552198548713747
-0.49313999999999991,2.0552198548713747
-0.49311999999999978,2.0558806717957094
-0.49310000000000009,2.056211080257869
-0.49307999999999996,2.0555502633335392
-0.49305999999999983,2.0555502633335441
-0.49304000000000014,2.0558806717957046
-0.49302000000000001,2.0558806717957046
-0.49299999999999988,2.0555502633335392
-0.4929800000000002,2.0555502633335392
-0.49296000000000006,2.0555502633335392
-0.49293999999999993,2.0555502633335392
-0.4929199999999998,2.0552198548713796
-0.49290000000000012,2.0555502633335392
-0.49287999999999998,2.0558806717957046
-0.49285999999999985,2.0555502633335343
-0.49284000000000017,2.0552198548713796
-0.49282000000000004,2.0558806717957046
-0.4927999999999999,2.0558806717957046
-0.49278000000000022,2.0558806717957046
-0.49276000000000009,2.0555502633335392
-0.49273999999999996,2.0552198548713747
-0.49271999999999982,2.0558806717956948
-0.49270000000000014,2.0552198548713747
-0.49268000000000001,2.0552198548713747
-0.49265999999999988,2.0555502633335392
